"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"ASV963";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV964";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV966";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV968";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV971";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA;NA
"ASV975";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV977";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Chroococcidiopsaceae";"Aliterella";NA
"ASV978";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"ASV979";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidisphaera";NA
"ASV980";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV981";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV982";"Bacteria";"Actinobacteriota";"Actinobacteria";"Streptomycetales";"Streptomycetaceae";NA;NA
"ASV983";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Staphylococcus";NA
"ASV984";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";NA;NA
"ASV985";"Bacteria";"Chloroflexi";"Chloroflexia";"Thermomicrobiales";"JG30-KF-CM45";NA;NA
"ASV988";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV989";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV990";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Paracoccus";NA
"ASV991";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"PMMR1";NA
"ASV993";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV994";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Frankiaceae";"Jatrophihabitans";NA
"ASV995";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV997";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Dermacoccaceae";"Flexivirga";NA
"ASV998";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV999";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1001";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";NA;NA
"ASV1010";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Frankiaceae";"Jatrophihabitans";NA
"ASV1012";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1015";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1016";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1021";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Acidothermaceae";"Acidothermus";NA
"ASV1022";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1023";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Solirubrobacter";NA
"ASV1024";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1027";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";NA
"ASV1028";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"ASV1030";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";NA;NA;NA
"ASV1032";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1035";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA;NA
"ASV1036";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"1174-901-12";NA
"ASV1037";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";NA;NA;NA
"ASV1040";"Bacteria";"Planctomycetota";"Phycisphaerae";"Tepidisphaerales";"WD2101 soil group";NA;NA
"ASV1042";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV1043";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1047";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV1052";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1053";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA;NA
"ASV1055";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"ASV1057";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidiphilium";NA
"ASV1058";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1061";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";NA
"ASV1062";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1063";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1064";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1065";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1066";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA;NA
"ASV1067";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1068";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1069";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium-Methylorubrum";NA
"ASV1070";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Endobacter";NA
"ASV1071";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Granulicella";NA
"ASV1072";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"ASV1076";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1077";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Xiphinematobacteraceae";"Candidatus Xiphinematobacter";NA
"ASV1078";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1082";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";NA;NA
"ASV1088";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV1089";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1091";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Tundrisphaera";NA
"ASV1092";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Kocuria";NA
"ASV1093";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";NA;NA
"ASV1094";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylocella";NA
"ASV1095";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1096";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1097";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1098";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1099";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Frankiaceae";"Jatrophihabitans";NA
"ASV1101";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Terriglobus";NA
"ASV1102";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1103";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1108";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1109";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";NA;NA;NA
"ASV1110";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV1112";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1117";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1118";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1119";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1120";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";NA;NA
"ASV1121";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Erwiniaceae";NA;NA
"ASV1122";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Granulicella";NA
"ASV1123";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1124";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";NA;NA
"ASV1125";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV1126";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1128";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1130";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1136";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidocella";NA
"ASV1138";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1141";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter";NA
"ASV1145";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";NA
"ASV1146";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1147";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV1149";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1154";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1155";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Granulicella";NA
"ASV1156";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Granulicella";NA
"ASV1157";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"ASV1158";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"ASV1161";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Subgroup 2";NA;NA;NA
"ASV1162";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1166";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1169";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1170";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1172";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter";NA
"ASV1173";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"1174-901-12";NA
"ASV1176";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Bryocella";NA
"ASV1177";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1178";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1179";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1180";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Dermacoccaceae";"Flexivirga";NA
"ASV1181";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV1182";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1183";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1184";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Aeromicrobium";NA
"ASV1193";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV1195";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV1196";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1197";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1198";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"ASV1199";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1200";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";NA;NA;NA
"ASV1201";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Acidothermaceae";"Acidothermus";NA
"ASV1203";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1210";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV1221";"Bacteria";"Acidobacteriota";"Acidobacteriae";NA;NA;NA;NA
"ASV1224";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";NA;NA;NA
"ASV1225";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidisoma";NA
"ASV1226";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1227";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1228";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1230";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bryobacter";NA
"ASV1231";"Bacteria";"Actinobacteriota";NA;NA;NA;NA;NA
"ASV1232";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1233";"Bacteria";"Actinobacteriota";"Actinobacteria";"Pseudonocardiales";"Pseudonocardiaceae";NA;NA
"ASV1234";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";NA;NA;NA
"ASV1235";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1236";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1237";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Acidothermaceae";"Acidothermus";NA
"ASV1238";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1240";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1241";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV1242";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV1243";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1244";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1246";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1247";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1248";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Micrococcaceae";NA;NA
"ASV1249";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1251";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Nostocaceae";NA;NA
"ASV1254";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Comamonadaceae";NA;NA
"ASV1255";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Acidipila";NA
"ASV1256";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1257";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"ASV1267";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"ASV1272";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1273";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1274";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";NA;NA
"ASV1279";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1281";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"ASV1282";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1283";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"ASV1285";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1286";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1287";"Bacteria";"Actinobacteriota";"Actinobacteria";"Frankiales";"Frankiaceae";"Jatrophihabitans";NA
"ASV1291";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV1292";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Cohnella";NA
"ASV1293";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Nocardia";NA
"ASV1294";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1295";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";"Cohnella";NA
"ASV1296";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"ASV1297";"Bacteria";"Firmicutes";"Bacilli";"Staphylococcales";"Staphylococcaceae";"Staphylococcus";NA
"ASV1300";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1303";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";NA;NA
"ASV1309";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1310";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Bryocella";NA
"ASV1311";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1312";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1313";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1315";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Terriglobus";NA
"ASV1318";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"ASV1320";"Bacteria";"Actinobacteriota";"Actinobacteria";"Corynebacteriales";NA;NA;NA
"ASV1321";"Bacteria";"Actinobacteriota";"Actinobacteria";NA;NA;NA;NA
"ASV1322";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";"Conexibacter";NA
"ASV1323";"Bacteria";"Actinobacteriota";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";NA
"ASV1324";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidocella";NA
"ASV1325";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1327";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"Nitrospiraceae";"Nitrospira";NA
"ASV1328";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1329";"Bacteria";"Dependentiae";"Babeliae";"Babeliales";NA;NA;NA
"ASV1330";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"1174-901-12";NA
"ASV1331";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"PMMR1";NA
"ASV1332";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1335";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1337";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";NA;NA;NA
"ASV1338";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1339";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"67-14";NA;NA
"ASV1340";"Bacteria";"Planctomycetota";"Phycisphaerae";"Tepidisphaerales";"WD2101 soil group";NA;NA
"ASV1341";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"ASV1343";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA
"ASV1347";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micromonosporales";"Micromonosporaceae";NA;NA
"ASV1348";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";NA;NA;NA
"ASV1349";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Tundrisphaera";NA
"ASV1351";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";NA;NA;NA;NA
"ASV1352";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";NA;NA;NA
"ASV1353";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";"Granulicella";NA
"ASV1354";"Bacteria";"Proteobacteria";"Alphaproteobacteria";NA;NA;NA;NA
"ASV1355";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"ASV1356";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Tundrisphaera";NA
"ASV1357";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae (Subgroup 1)";NA;NA
"ASV1358";"Bacteria";"Actinobacteriota";"Actinobacteria";"Micrococcales";"Microbacteriaceae";NA;NA
